,price,name,brand,country_state,region,appellation,varietal,style,abv,taste,body,wine_adv_rating,customer_avg_rating,customer_total_ratings
1,199.99,"Hickinbotham The Peake Cab/Shiraz, 2015",Hickinbotham,Australia,,,Red Blend,,,,,97,,0
2,99.99,"Juslyn Perry's Blend, 2012",Juslyn,California,Napa Valley,,Red Blend,,,,,95,,0
3,63.99,"St Cosme Chateauneuf du Pape Rouge, 2017",Saint Cosme,France,Rhone,Chateauneuf-du-Pape,Red Blend,,,,,96,,0
4,499.97,"Chapoutier Ermitage Le Pavillon, 2017",Chapoutier,France,Rhone,Hermitage,Rhone Blend,,,,,100,,0
0,104.97,"Delas Cote Rotie Seigneur de Maugrion, 2016",Delas,France,Rhone,Cote Rotie,Rhone Blend,Intense,,"Black Fruit, Herb, Black Currant",Full-bodied,93,,0
1,64.97,"Delas Crozes Hermitage Le Clos, 2014",Delas,France,Rhone,Crozes-Hermitage,Rhone Blend,,,,,90,,0
2,64.97,"Delas Crozes Hermitage Le Clos, 2016",Delas,France,Rhone,Crozes-Hermitage,Rhone Blend,,,,,92,,0
3,93.99,"Delas Hermitage Domaine des Tourettes, 2013",Delas,France,Rhone,Hermitage,Rhone Blend,,,,,96,,0
4,99.99,"Delas Hermitage Domaine des Tourettes, 2014",Delas,France,Rhone,Crozes-Hermitage,Rhone Blend,Concentrated,,"Black Fruit, Herb, Mineral",Full-bodied,92,,0
0,249.97,"Delas Hermitage Les Bessards, 2016",Delas,France,Rhone,Hermitage,Rhone Blend,,,,,94,,0
1,199.97,"Domaine du Pegau Chateauneuf-du-Pape Cuvee Reserve, 2017",Domaine du Pegau,France,Rhone,Chateauneuf-du-Pape,Rhone Blend,,,,,95,5.0,4
2,499.99,"Domaine du Pegau Chateauneuf-du-Pape Cuvee Reserve, 2012",Domaine du Pegau,France,Rhone,Chateauneuf-du-Pape,Rhone Blend,,,,,94,5.0,4
3,449.99,"Guigal Cote Rotie La Landonne, 2012",E. Guigal,France,Rhone,Cote Rotie,Rhone Blend,Concentrated,,"Blackberry, Chocolate, Smoke",Full-bodied,99,,0
4,449.99,"Guigal Cote Rotie La Turque, 2012",E. Guigal,France,Rhone,Cote Rotie,Rhone Blend,Elegant,,"Blackberry, Floral, Chocolate",Full-bodied,100,,0
0,399.99,"Guigal Cote Rotie La Turque, 2014",E. Guigal,France,Rhone,Cote Rotie,Rhone Blend,,,,,96,,0
1,59.99,"Guigal St Joseph Lieu Dit Rouge, 2017",E. Guigal,France,Rhone,Saint-Joseph,Rhone Blend,,,,,93,,0
2,109.99,"Jaboulet Cornas Domaine St. Pierre, 2011",Jaboulet,France,Rhone,Cornas,Rhone Blend,,,,,93,,0
3,299.99,"Jaboulet Hermitage La Chapelle, 2013",Jaboulet,France,Rhone,Hermitage,Rhone Blend,Concentrated,,"Berry, Mineral, Mocha",Full-bodied,94,,0
4,549.97,"Saxum Red James Berry Vineyard, 2011",Saxum,California,Central Coast,Paso Robles,Rhone Blend,Intense,,"Berry, Smoke, Earth",Full-bodied,96,,0
0,279.97,"Canalicchio Sopra Brunello di Montalcino Riserva, 2012",Canalicchio Sopra,Italy,Tuscany,Brunello di Montalcino,Sangiovese,Intense,,"Berry, Dark Fruit, Licorice",Full-bodied,95,,0
1,39.99,"Canalicchio Sopra Rosso , 2017",Canalicchio Sopra,Italy,Tuscany,Rosso di Montalcino,Sangiovese,,,,,91,,0
2,104.99,"Castiglion Campo del Drago Brunello, 2013",Castiglion del Bosco,Italy,Tuscany,Brunello di Montalcino,Sangiovese,,,,,94,,0
3,169.99,"Fontodi Vigna del Sorbo Gran Selezione, 2013",Fontodi,Italy,Tuscany,Chianti Classico,Sangiovese,Intense,,"Red Fruit, Black Fruit",Medium-bodied,96,,0
0,399.99,"Gaja Ca' Marcanda Camarcanda, 2016",Gaja,Italy,Tuscany,Toscana,Sangiovese,Elegant,,"Cherry, Chocolate",Full-bodied,97,,0
0,29.99,"I Greppi Greppicante Bolgheri, 2012",I Greppi,Italy,Tuscany,Toscana,Sangiovese,Intense,13,"Blueberry, Toast",Full-bodied,89,4.0,2
1,249.99,"Le Potazzine Brunello Montalcino, 2015",Le Potazzine,Italy,Tuscany,Brunello di Montalcino,Sangiovese,Intense,,"Cherry, Spice",Full-bodied,97,5.0,1
2,54.99,"Sette Ponti Poggio al Lupo, 2018",Sette Ponti,Italy,Tuscany,,Sangiovese,Intense,,"Violet, Berry, Cedar",Full-bodied,92,,0
3,139.99,"Silvio Nardi Poggio Doria Brunello di Montalcino, 2015",Silvio Nardi,Italy,Tuscany,Brunello di Montalcino,Sangiovese,,,,,96,,0
4,379.97,"Alban Syrah Reva Estate, 2006",Alban,California,,,Syrah/Shiraz,,,,,100,,0
0,57.99,"Buty Rediviva of the Stones Walla Walla, 2012",Buty,Washington,Columbia Valley,,Syrah/Shiraz,,14,,,92,,0
1,99.99,"Chapoutier Crozes-Hermitage Les Varonniers, 2018",Chapoutier,France,Rhone,Crozes-Hermitage,Syrah/Shiraz,,,,,94,,0
2,199.99,"Clarendon Hills Astralis, 2011",Clarendon Hills,Australia,,,Syrah/Shiraz,,,,,96,,0
3,69.99,"Mitolo Savitar Shiraz, 2018",Mitolo,Australia,McLaren Vale,,Syrah/Shiraz,,,,,95,,0
4,59.99,"Spring Valley Syrah Nina Lee, 2012",Spring Valley,Washington,Columbia Valley,Walla Walla,Syrah/Shiraz,,15,,,93,5.0,1
0,129.99,"Yalumba Octavius Shiraz, 2014",Yalumba,Australia,Barossa,,Syrah/Shiraz,Intense,,"Blackberry, Boysenberry, Mocha",Full-bodied,93,,0
1,119.97,"Artadi Rioja San Lazaro, 2016",Artadi,Spain,Rioja,,Tempranillo,,14.5,,,96,,0
2,92.99,"Campo Eliseo Toro, 2005",Campo Eliseo,Spain,Toro,,Tempranillo,Elegant,,"Blackberry, Oak, Mocha",Full-bodied,91,,0
3,24.99,"Finca Sobreno Toro Crianza, 2008",Finca Sobreno,Spain,Toro,,Tempranillo,Fresh,14.5,"Black Cherry, Oak",Medium-bodied,89,,0
4,33.49,"Liberalia Toro Cuatro, 2013",Liberalia,Spain,Toro,,Tempranillo,Intense,14.5,"Blackberry, Licorice",Full-bodied,90,3.0,3
0,89.99,"Melka CJ Cabernet Napa Valley, 2013",Melka,California,Napa Valley,,Cabernet Sauvignon,Elegant,14.5,"Black Currant, Tobacco",Full-bodied,94,3.5,2
1,17.99,"Diosares Rioja Crianza, 2016",Diosares,Spain,Rioja,,Tempranillo,Concentrated,14.5,"Blackberry, Spice",Medium-bodied,91,4.2,65
2,479.99,"Chateau Beau-Sejour Becot St Emilion, 2016",Chateau Beau-Sejour Becot,France,Bordeaux,Saint-Emilion,Bordeaux Blend,Intense,13.5,"Raspberry, Black Fruit",Full-bodied,95,3.0,1
3,61.99,"Chateau Beau-Sejour Becot St Emilion, 2016",Chateau Beau-Sejour Becot,France,Bordeaux,Saint-Emilion,Bordeaux Blend,Intense,13.5,"Raspberry, Black Fruit",Full-bodied,95,3.0,1
4,199.99,"Chateau Beau-Sejour Becot St Emilion, 2017",Chateau Beau-Sejour Becot,France,Bordeaux,Saint-Emilion,Bordeaux Blend,Concentrated,13.5,"Oak, Cherry, Raspberry",Full-bodied,96,,0
0,399.99,"Chateau Beau-Sejour Becot St Emilion, 2017",Chateau Beau-Sejour Becot,France,Bordeaux,Saint-Emilion,Bordeaux Blend,Concentrated,13.5,"Oak, Cherry, Raspberry",Full-bodied,96,,0
1,49.99,"Chateau de L'Estang Cotes de Castillon, 2009",Chateau de L'Estang,France,Bordeaux,Castillon/Cotes de Bordeaux,Bordeaux Blend,Concentrated,13,"Black Currant, Black Cherry",Medium-bodied,90,4.0,1
2,99.99,"Chateau Du Tertre Margaux, 2010",Chateau du Tertre,France,Bordeaux,Margaux,Bordeaux Blend,Elegant,13,"Black Raspberry, Blackberry",Medium-bodied,93,4.5,2
3,29.99,"Chateau Ferran Pessac, 2016",Chateau Ferran,France,Bordeaux,Pessac-Leognan,Bordeaux Blend,Concentrated,14,"Allspice, Allspice",Full-bodied,91,,0
4,49.99,"Chateau Fombrauge St. Emilion, 2016",Chateau Fombrauge,France,Bordeaux,Saint-Emilion,Bordeaux Blend,Concentrated,14.5,"Black Fruit, Chocolate",Full-bodied,92,5.0,1
0,44.99,"Chateau Fombrauge St. Emilion, 2017",Chateau Fombrauge,France,Bordeaux,Saint-Emilion,Bordeaux Blend,Intense,14.5,"Red Berry, Black Cherry",Full-bodied,92,5.0,1
1,289.99,"Chateau Haut Bailly Pessac, 2005",Chateau Haut Bailly,France,Bordeaux,Pessac-Leognan,Bordeaux Blend,Concentrated,13,"Blackberry, Earth, Spice",Full-bodied,96,,0
2,399.99,"Chateau Haut Bailly Pessac, 2016",Chateau Haut Bailly,France,Bordeaux,Pessac-Leognan,Bordeaux Blend,Concentrated,13,"Black Currant, Fig",Full-bodied,98,,0
3,89.99,"Chateau Labegorce Margaux, 2016",Chateau Labegorce,France,Bordeaux,Margaux,Bordeaux Blend,Intense,13.5,"Blackberry, Black Currant",Full-bodied,93,4.5,2
4,49.99,"Chateau Malescot St Exupery Margaux, 2018",Chateau Malescot st Exupery,France,Bordeaux,Margaux,Bordeaux Blend,Concentrated,14.5,"Red Cherry, Fig, Oak",Full-bodied,95,5.0,1
0,"1,799.99","Chateau Margaux Margaux, 2016",Chateau Margaux,France,Bordeaux,Margaux,Bordeaux Blend,Elegant,12.5,"Blackberry, Raspberry",Full-bodied,99,5.0,1
1,129.97,"Chateau Pontet Canet Pauillac, 2006",Chateau Pontet Canet,France,Bordeaux,Pauillac,Bordeaux Blend,Concentrated,13.5,"Cassis, Smoke",Full-bodied,95,,0
2,99.99,"Chateau Prieure Lichine Margaux, 2010",Chateau Prieure Lichine,France,Bordeaux,Margaux,Bordeaux Blend,Concentrated,14,"Blueberry, Currant",Full-bodied,92,,0
3,49.99,"Chateau Quinault L'Enclos St. Emilion, 2010",Chateau Quinault L'Enclos,France,Bordeaux,Saint-Emilion,Bordeaux Blend,Concentrated,13,"Coffee, Toast",Full-bodied,91,4.0,4
4,459.97,"Chateau Rauzan Segla Margaux, 2017",Chateau Rauzan Segla,France,Bordeaux,Margaux,Bordeaux Blend,Concentrated,13.5,"Raspberry, Red Cherry, Oak",Full-bodied,96,,0
0,319.99,"Cos D'Estournel St Estephe, 2003",Chateau Cos D'Estournel,France,Bordeaux,Saint-Estephe,Bordeaux Blend,Concentrated,14,"Blackberry, Spice",Full-bodied,98,,0
1,199.97,"Les Asteries St Emilion Grand Cru, 2009",Chateau Teyssier,France,Bordeaux,Saint-Emilion,Bordeaux Blend,,15,,,98,,0
2,149.99,"Pagodes de Cos St Estephe, 2016",Pagodes de Cos,France,Bordeaux,Saint-Estephe,Bordeaux Blend,Concentrated,14,"Red Fruit, Leather",Full-bodied,92,4.0,1
3,199.97,"Pavillon Rouge du Chateau Margaux, 2004",Pavillon Rouge du Chateau Margaux,France,Bordeaux,Margaux,Bordeaux Blend,Elegant,13,"Black Currant, Earth",Medium-bodied,89,,0
4,359.97,"ADAMVS Cabernet Sauvignon Howell Mountain, 2016",Adamvs,California,Napa Valley,Howell Mountain,Cabernet Sauvignon,,,,,97,,0
0,179.98,"Baldacci Cabernet Brendas Vineyard, 2013",Baldacci,California,Napa Valley,Stags Leap District,Cabernet Sauvignon,Concentrated,14.5,"Red Currant, Dark Chocolate",Full-bodied,95,,0
1,119.97,"Beaulieu Vineyard Georges de Latour Private Reserve Cabernet Sauvignon, 2008",Beaulieu Vineyards,California,Napa Valley,,Cabernet Sauvignon,Concentrated,,"Cassis, Cedar",Full-bodied,93,5.0,15
2,189.99,"Bevan Cabernet Showket Oakville, 2009",Bevan cellars,California,Napa Valley,Oak Knoll,Cabernet Sauvignon,Concentrated,14.6,"Boysenberry, Cherry, Plum",Full-bodied,93,,0
3,76.97,"Cakebread Cabernet Sauvignon, 2016",Cakebread,California,Napa Valley,,Cabernet Sauvignon,Intense,,"Cassis, Berry, Chocolate",Full-bodied,91,4.3,47
4,399.99,"Cardinale Red Napa, 2008",Cardinale,California,Napa Valley,,Cabernet Sauvignon,,,,,96,,0
0,114.99,"Charles Krug Cabernet Select, 2016",Charles Krug,California,Napa Valley,,Cabernet Sauvignon,Elegant,,"Cassis, Plum, Spice",Medium-bodied,95,,0
1,249.99,"Chimney Rock Elevage, 2014",Chimney Rock,California,Napa Valley,Stags Leap District,Cabernet Sauvignon,Elegant,,"Cassis, Cherry, Mocha",Medium-bodied,91,4.3,6
2,"1,299.97","Dominus, 2015",Dominus,California,Napa Valley,,Cabernet Sauvignon,Elegant,,"Wild Berry, Blackberry, Lavender",Full-bodied,100,,0
3,699.97,"Dominus, 2016",Dominus,California,Napa Valley,,Cabernet Sauvignon,Concentrated,,"Blackberry, Black Raspberry, Plum",Full-bodied,100,4.5,4
4,399.99,"Gemstone Cabernet Estate, 2016",Gemstone,California,Napa Valley,,Cabernet Sauvignon,Intense,,"Blackberry, Licorice",Medium-bodied,93,,0
0,"1,399.99","Joseph Phelps Cabernet Backus, 2003",Joseph Phelps,California,Napa Valley,,Cabernet Sauvignon,,,,,96,,0
1,"1,299.99","Joseph Phelps Cabernet Backus, 2008",Joseph Phelps,California,Napa Valley,,Cabernet Sauvignon,,,,,94,,0
2,469.97,"Melka Metisse Cabernet Martinez, 2016",Melka,California,Napa Valley,,Cabernet Sauvignon,Concentrated,15.5,"Red Fruit, Spice",Full-bodied,94,,0
3,599.97,"Melka Metisse Cabernet Montbleau, 2016",Melka,California,Napa Valley,,Cabernet Sauvignon,Concentrated,15.1,"Cassis, Black Cherry",Full-bodied,97,,0
4,99.99,"Moone Tsai Cabernet Napa, 2013",Moone Tsai,California,Napa Valley,,Cabernet Sauvignon,Concentrated,15.3,"Blackberry, Mocha",Full-bodied,92,,0
0,45.99,"My Favorite Neighbor Red, 2017",My Favorite Neighbor,California,Central Coast,Paso Robles,Cabernet Sauvignon,Intense,,"Black Currant, Cassis, Licorice",Full-bodied,95,4.9,8
1,289.97,"Myriad Cellars Cabernet Beckstoffer Dr. Crane Vineyard, 2014",Myriad Cellars,California,Napa Valley,,Cabernet Sauvignon,,,,,95,,0
2,399.97,"Newton Cabernet Spring Mountain Single Vineyard, 2014",Newton,California,Napa Valley,Spring Mountain,Cabernet Sauvignon,Concentrated,,"Blueberry, Dark Berry, Chocolate",Full-bodied,94,,0
3,99.99,"Nickel & Nickel Cabernet State Ranch, 2018",Nickel & Nickel,California,Napa Valley,,Cabernet Sauvignon,,,,,95,4.7,10
4,279.99,"Paul Hobbs Cabernet Dr Crane, 2013",Paul Hobbs,California,Napa Valley,St. Helena,Cabernet Sauvignon,,,,,100,,0
0,174.97,"Pride Cabernet Sauvignon, 2017",Pride,California,Napa Valley,,Cabernet Sauvignon,Elegant,,"Cassis, Cherry, Spice",Full-bodied,90,5.0,5
1,339.99,"Pride Claret Reserve, 2009",Pride,California,,,Cabernet Sauvignon,,,,,94,,0
2,34.99,"Raymond Cabernet Napa Reserve, 2017",Raymond,California,Napa Valley,,Cabernet Sauvignon,Intense,,"Licorice, Dark Chocolate",Full-bodied,92,4.6,28
3,39.99,"Rodney Strong Cabernet Sauvignon Reserve, 2013",Rodney Strong,California,,,Cabernet Sauvignon,,,,,90,4.6,45
4,249.99,"Rodney Strong Symmetry, 2013",Rodney Strong,California,Sonoma County,Alexander Valley,Cabernet Sauvignon,Elegant,,"Cassis, Mocha, Spice",Medium-bodied,91,4.7,9
0,379.99,"Roy Estate Cabernet Sauvignon Napa, 2008",Roy Estate,California,Napa Valley,,Cabernet Sauvignon,Concentrated,14.5,"Cassis, Truffle",Full-bodied,93,5.0,1
1,359.99,"Roy Estate Cabernet Sauvignon Napa, 2006",Roy Estate,California,Napa Valley,,Cabernet Sauvignon,Concentrated,14.5,"Blueberry, Chocolate",Full-bodied,92,,0
2,299.99,"Roy Estate Proprietary Red Napa, 2006",Roy Estate,California,Napa Valley,,Cabernet Sauvignon,Concentrated,14.2,"Blueberry, Chocolate",Full-bodied,94,,0
3,149.99,"Roy Estate Proprietary Red Napa, 2008",Roy Estate,California,Napa Valley,,Cabernet Sauvignon,Concentrated,14.2,"Blueberry, Chocolate",Full-bodied,93,,0
4,399.99,"Roy Estate Proprietary Red Napa, 2012",Roy Estate,California,Napa Valley,,Cabernet Sauvignon,Concentrated,14.2,"Black Currant, Sage",Full-bodied,95,,0
0,469.99,"Roy Estate Proprietary Red Napa, 2014",Roy Estate,California,Napa Valley,,Cabernet Sauvignon,Concentrated,14.2,"Black Currant, Blackberry, Blueberry",Full-bodied,95,4.0,1
1,729.99,"Shafer Cabernet Hillside Select, 1999",Shafer,California,Napa Valley,,Cabernet Sauvignon,,,,,93,,0
2,719.97,"Shafer Cabernet Hillside Select, 2002",Shafer,California,Napa Valley,Stags Leap District,Cabernet Sauvignon,Concentrated,,"Cassis, Smoke, Oak",Full-bodied,100,,0
3,21.99,"Shingleback Cabernet McLaren Vale, 2009",Shingleback,Australia,McLaren Vale,,Cabernet Sauvignon,Intense,14.5,"Cassis, Blueberry, Earth",Full-bodied,88,,0
4,25.98,"Shotfire Cabernet Shiraz, 2015",Shotfire,Australia,Barossa,,Cabernet Sauvignon,Intense,12.6,"Blueberry, Cassis",Full-bodied,91,3.3,4
0,129.97,"Silver Oak Cabernet Napa, 2002",Silver Oak,California,Napa Valley,,Cabernet Sauvignon,,,,,91,,0
1,949.99,"Spottswoode Cabernet Napa, 2017",Spottswoode,California,Napa Valley,,Cabernet Sauvignon,Elegant,,"Floral, Cassis, Blueberry",Full-bodied,97,,0
2,189.99,"TOR Cabernet Sauvignon Herb Lamb, 2014",TOR Napa Valley,California,Napa Valley,,Cabernet Sauvignon,,,,,94,,0
3,399.99,"Woodward Canyon Cabernet Artist, 2012",Woodward Canyon,Washington,Columbia Valley,,Cabernet Sauvignon,Intense,,"Cherry, Currant",Full-bodied,93,5.0,1
4,14.97,"Allegrini Palazzo Della Torre, 2013",Allegrini,Italy,Veneto,Valpolicella Classico,Corvina,Intense,,"Cassis, Berry, Vanilla",Medium-bodied,90,4.4,67
0,139.99,"Espectacle del Montsant, 2016",Espectacle del Montsant,Spain,Montsant,,Graciano,,,,,98,,0
1,17.49,"Trivento Golden Reserve Malbec, 2017",Trivento,Argentina,Mendoza,,Malbec,Intense,,"Plum, Spice",Full-bodied,91,4.4,41
2,329.99,"Pio Cesare Barbaresco Il Bricco, 2016",Pio Cesare,Italy,Piedmont,Barbaresco,Nebbiolo,,,,,94,,0
3,279.97,"Faiveley Corton Clos des Cortons, 2016",Faiveley,France,Burgundy,Aloxe-Corton,Pinot Meunier,,,,,95,,0
4,599.97,"Clos de Tart, 2016",Clos de Tart,France,Burgundy,Morey-Saint-Denis,Pinot Noir,,,,,99,5.0,1
0,149.99,"Dom Rossignol Beaune 1er Cru Mouches, 2017",Domaine Nicolas Rossignol,France,Burgundy,Beaune,Pinot Noir,,,,,93,,0
1,89.99,"Dom Rossignol Pommard Les Vignots, 2014",Domaine Rossignol,France,Burgundy,Pommard,Pinot Noir,,,,,91,,0
2,109.99,"Domaine Serene Pinot Noir Jerusalem, 2014",Domaine Serene,Oregon,Willamette Valley,,Pinot Noir,,,,,93,,0
3,449.97,"Faiveley CChambertin ""Clos de Beze"" Grand Cru, 2016",Faiveley,France,Burgundy,Gevrey-Chambertin,Pinot Noir,,,,,95,,0
4,345.99,"Grivot Clos Vougeot, 2016",Jean Grivot,France,Burgundy,Vougeot,Pinot Noir,,,,,93,,0
0,114.99,"Latour NSG les Damodes, 2015",Louis Latour,France,Burgundy,Nuits-Saint-Georges,Pinot Noir,,,,,92,,0
1,99.99,"Louis Jadot Volnay Clos de la Barre, 2018",Louis Jadot,France,Burgundy,Volnay,Pinot Noir,Elegant,,"Cassis, Red Plum, Chocolate",Medium-bodied,92,,0
2,93.99,"Patz & Hall Pinot Noir Pisoni, 2014",Patz & Hall,California,Monterey,Santa Lucia Highlands,Pinot Noir,Elegant,,"Cherry, Berry, Spice",Medium-bodied,93,,0
3,719.99,"Ponsot Morey Clos de la Roche Vieilles Vignes , 2014",Ponsot,France,Burgundy,Morey-Saint-Denis,Pinot Noir,,,,,95,,0
4,19.99,"Baronia del Montsant Englora, 2008",Cellers Baronia del Montsant,Spain,Montsant,,Red Blend,Elegant,13.5,"Black Raspberry, Cherry",Medium-bodied,90,1.7,3
0,15.49,"Locations by Dave Phinney """"ES""""",Locations,Spain,,,Red Blend,Fresh,,"Black Cherry, Pepper",Medium-bodied,93,4.7,21
1,124.99,"Martinet Cami Pesseroles Priorat, 2017",Mas Martinet,Spain,Priorat,,Red Blend,,,,,94,,0
2,529.99,"Roy Estate Mr. Evans Proprietary Red, 2015",Roy Estate,California,Napa Valley,,Red Blend,Concentrated,15.3,"Red Cherry, Blackberry",Full-bodied,95,5.0,3
3,"1,099.99","Roy Estate Mr. Evans Proprietary Red, 2015",Roy Estate,California,Napa Valley,,Red Blend,Concentrated,15.3,"Red Cherry, Blackberry",Full-bodied,95,5.0,3
4,41.99,"Wine & Soul Pintas Character, 2016",Wine & Soul,Portugal,Douro,,Red Blend,Elegant,,"Dark Fruit, Raspberry",Full-bodied,93,,0
0,139.99,"Bosquet des Papes Chante Merle Vieilles Vignes, 2013",Bosquet Des Papes,France,Rhone,Chateauneuf-du-Pape,Rhone Blend,,,,,95,5.0,1
1,99.99,"Chapoutier Chateauneuf-du-Pape Croix De Bois, 2013",Chapoutier,France,Rhone,Chateauneuf-du-Pape,Rhone Blend,,,,,94,,0
2,269.99,"Chapoutier Ermitage Le Meal, 2012",Chapoutier,France,Rhone,Hermitage,Rhone Blend,,,,,99,,0
3,559.97,"Delas Cote Rotie La Landonne, 2016",Delas,France,Rhone,Cote Rotie,Rhone Blend,,,,,95,,0
4,179.99,"Delas Cote Rotie Seigneur de Maugrion, 2013",Delas,France,Rhone,Cote Rotie,Rhone Blend,,,,,92,,0
0,219.97,"Delas Cote Rotie Seigneur de Maugrion, 2016",Delas,France,Rhone,Cote Rotie,Rhone Blend,Intense,,"Black Fruit, Herb, Black Currant",Full-bodied,93,,0
1,129.97,"Delas Crozes Hermitage Le Clos, 2016",Delas,France,Rhone,Crozes-Hermitage,Rhone Blend,,,,,92,,0
2,219.97,"Delas Hermitage Domaine des Tourettes, 2016",Delas,France,Rhone,Hermitage,Rhone Blend,Concentrated,,"Black Currant, Blackberry",Full-bodied,93,,0
3,459.97,"Delas Hermitage Les Bessards, 2014",Delas,France,Rhone,Hermitage,Rhone Blend,,,,,94,,0
4,229.97,"Delas Hermitage Les Bessards, 2014",Delas,France,Rhone,Hermitage,Rhone Blend,,,,,94,,0
0,499.97,"Delas Hermitage Les Bessards, 2016",Delas,France,Rhone,Hermitage,Rhone Blend,,,,,94,,0
1,159.97,"Delas St Joseph St Epine, 2016",Delas,France,Rhone,Saint-Joseph,Rhone Blend,,,,,95,,0
2,14.99,"Domaine Brusset Cotes de Rhone Laurent B, 2019",Domaine Brusset,France,Rhone,Cotes du Rhone,Rhone Blend,Fresh,13,"Red Fruit, Red Berry",Light-bodied,89,4.4,7
3,449.99,"Guigal Cote Rotie La Mouline, 2012",E. Guigal,France,Rhone,Cote Rotie,Rhone Blend,Concentrated,,"Floral, Cassis, Smoke",Full-bodied,98,,0
4,399.99,"Guigal Cote Rotie La Mouline, 2014",E. Guigal,France,Rhone,Cote Rotie,Rhone Blend,,,,,97,,0
0,12.69,"Guigal Cotes du Rhone Rouge, 2018",E. Guigal,France,Rhone,Cotes du Rhone,Rhone Blend,Elegant,,"Blackberry, Chocolate",Full-bodied,91,4.5,68
1,414.97,"Guigal Ermitage Ex Voto Rouge, 2012",E. Guigal,France,Rhone,Hermitage,Rhone Blend,,,,,96,,0
2,399.97,"Guigal Ermitage Ex Voto Rouge, 2013",E. Guigal,France,Rhone,Hermitage,Rhone Blend,,,,,97,,0
3,649.97,"Canalicchio Sopra Brunello di Montalcino Riserva, 2012",Canalicchio Sopra,Italy,Tuscany,Brunello di Montalcino,Sangiovese,Intense,,"Berry, Dark Fruit, Licorice",Full-bodied,95,,0
4,39.99,"Canalicchio Sopra Rosso , 2017",Canalicchio Sopra,Italy,Tuscany,Rosso di Montalcino,Sangiovese,,,,,91,,0
0,59.97,"Felsina Fontalloro IGT Toscana, 2017",Felsina,Italy,Tuscany,,Sangiovese,,,,,95,,0
1,374.99,"Fontodi Flaccianello della Pieve, 1999",Fontodi,Italy,Tuscany,Toscana,Sangiovese,,,,,94,,0
2,119.99,"Vasco Sassetti Brunello di Montalcino, 2007",Vasco Sassetti,Italy,Tuscany,Brunello di Montalcino,Sangiovese,Concentrated,14.5,"Cherry, Spice",Full-bodied,94,5.0,2
3,199.99,"Anaperenna Shiraz Cabernet (Godolphin), 2005",Anaperenna,Australia,Barossa,,Syrah/Shiraz,Intense,,"Raspberry, Blueberry",Full-bodied,93,5.0,1
4,72.99,"Betz Syrah La Serenne, 2011",Betz,Washington,Yakima Valley,,Syrah/Shiraz,Concentrated,,"Blackberry, Violet",Full-bodied,92,3.0,1
0,84.99,"Chapoutier Crozes-Hermitage Les Varonniers, 2014",Chapoutier,France,Rhone,Crozes-Hermitage,Syrah/Shiraz,,,,,93,,0
1,99.99,"Chapoutier St Joseph Les Granits Rouge, 2018",Chapoutier,France,Rhone,Saint-Joseph,Syrah/Shiraz,,,,,95,,0
2,93.99,"DuMOL Syrah Jack Roberts, 2013",DuMOL,California,,,Syrah/Shiraz,,,,,92,,0
3,144.99,"Vinedos de Paganos La Nieta, 2016",Vinedos de Paganos,Spain,Rioja,,Tannat,,,,,98,,0
4,61.99,"Artadi Rioja Valdegines, 2016",Artadi,Spain,Rioja,,Tempranillo,,14.5,,,94,,0
0,29.99,"Asua Rioja Reserva, 2016",Asua,Spain,Rioja,,Tempranillo,Elegant,14,"Berry, Oak, Leather",Medium-bodied,93,3.9,19
1,209.99,"Cayuse Tempranillo Impulsivo, 2008",Cayuse Vineyards,Washington,Columbia Valley,Walla Walla,Tempranillo,,,,,91,,0
2,44.99,"Muga Rioja Seleccion Especial Reserva, 2012",Muga,Spain,Rioja,,Tempranillo,Intense,,"Strawberry, Cherry",Medium-bodied,92,4.7,23
3,82.99,"Teso la Monja Victorino, 2017",Teso la Monja,Spain,Toro,,Tempranillo,,,,,93,,0
4,44.99,"Orin Swift 8 Years in the Desert, 2018",Orin Swift,California,,,Zinfandel,,,,,92,4.8,59
